Year,Month,Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2009,1,1,0.378,0,0,0,0,0,0,0,0,0,0,0,0.378,0,0,0,0,0,0,0,0,0,0,0
2009,1,2,0.378,0,0,0,0,0,0,0,0,0,0,0,0.378,0,0,0,0,0,0,0,0,0,0,0
2009,1,3,0.485636382663203,0,0,0,0,0,0,0,0,0,0,0,0.485636382663203,0,0,0,0,0,0,0,0,0,0,0
2009,1,4,0.378,0,0,0,0,0,0,0,0,0,0,0,0.378,0,0,0,0,0,0,0,0,0,0,0
2009,1,5,0.378,0,0,0,0,0,0,0,0,0,0,0,0.378,0,0,0,0,0,0,0,0,0,0,0
2009,1,6,0.378,0,0,0,0,0,0,0,0,0,0,0,0.378,0,0,0,0,0,0,0,0,0,0,0
2009,1,7,0.402376647022908,0,0,0,0,0,0,0,0,0,0,0,0.402376647022908,0,0,0,0,0,0,0,0,0,0,0
2009,1,8,0.378,0,0,0,0,0,0,0,0,0,0,0,0.378,0,0,0,0,0,0,0,0,0,0,0
2009,1,9,0.378,0,0,0,0,0,0,0,0,0,0,0,0.378,0,0,0,0,0,0,0,0,0,0,0
2009,1,10,0.378,0,0,0,0,0,0,0,0,0,0,0,0.378,0,0,0,0,0,0,0,0,0,0,0
2009,1,11,0.452609359799583,0,0,0,0,0,0,0,0,0,0,0,0.452609359799583,0,0,0,0,0,0,0,0,0,0,0
2009,1,12,0.403544823226285,0,0,0,0,0,0,0,0,0,0,0,0.403544823226285,0,0,0,0,0,0,0,0,0,0,0
2009,1,13,0.403004561080929,0,0,0,0,0,0,0,0,0,0,0,0.403004561080929,0,0,0,0,0,0,0,0,0,0,0
2009,1,14,0.378,0,0,0,0,0,0,0,0,0,0,0,0.378,0,0,0,0,0,0,0,0,0,0,0
2009,1,15,0.413098175644913,0,0,0,0,0,0,0,0,0,0,0,0.413098175644913,0,0,0,0,0,0,0,0,0,0,0
2009,1,16,0.394632056500451,0,0,0,0,0,0,0,0,0,0,0,0.394632056500451,0,0,0,0,0,0,0,0,0,0,0
2009,1,17,0.404514983692589,0,0,0,0,0,0,0,0,0,0,0,0.404514983692589,0,0,0,0,0,0,0,0,0,0,0
2009,1,18,0.40618866466414,0,0,0,0,0,0,0,0,0,0,0,0.40618866466414,0,0,0,0,0,0,0,0,0,0,0
2009,1,19,0.493405405261412,0,0,0,0,0,0,0,0,0,0,0,0.493405405261412,0,0,0,0,0,0,0,0,0,0,0
