Year,Month,Day,Period,Load
2020,5,1,11,783.3
2020,5,1,12,789.6
2020,5,1,13,786.1
2020,5,1,14,771.4
2020,5,1,15,754.6
2020,5,1,16,738.5
2020,5,1,17,716.8
2020,5,1,18,725.2
2020,5,1,19,767.9
2020,5,1,20,746.2
2020,5,1,21,694.4
2020,5,1,22,646.8
2020,5,1,23,609
2020,5,1,24,592.9
2020,5,2,1,580.3
2020,5,2,2,569.8
2020,5,2,3,564.9
2020,5,2,4,574
2020,5,2,5,578.2
2020,5,2,6,590.8
2020,5,2,7,618.8
2020,5,2,8,645.4
2020,5,2,9,669.2
2020,5,2,10,683.9
2020,5,2,11,683.9
2020,5,2,12,686
2020,5,2,13,687.4
2020,5,2,14,685.3
2020,5,2,15,688.1
2020,5,2,16,690.9
2020,5,2,17,683.9
2020,5,2,18,688.1
2020,5,2,19,742
2020,5,2,20,730.1
2020,5,2,21,682.5
2020,5,2,22,639.1
2020,5,2,23,605.5
2020,5,2,24,585.2
2020,5,3,1,571.2
2020,5,3,2,564.9
2020,5,3,3,562.8
2020,5,3,4,564.9
2020,5,3,5,559.3
2020,5,3,6,565.6
2020,5,3,7,588.7
2020,5,3,8,614.6
2020,5,3,9,637
2020,5,3,10,665
2020,5,3,11,685.3
2020,5,3,12,700
2020,5,3,13,721
2020,5,3,14,741.3
2020,5,3,15,751.1
2020,5,3,16,758.1
2020,5,3,17,756
2020,5,3,18,751.8
2020,5,3,19,810.6
2020,5,3,20,792.4
2020,5,3,21,721
2020,5,3,22,650.3
2020,5,3,23,610.4
2020,5,3,24,589.4
2020,5,4,1,578.2
2020,5,4,2,578.2
2020,5,4,3,582.4
2020,5,4,4,611.1
2020,5,4,5,651
2020,5,4,6,695.8
2020,5,4,7,747.6
2020,5,4,8,798
2020,5,4,9,851.2
2020,5,4,10,894.6
2020,5,4,11,935.9
2020,5,4,12,979.3
2020,5,4,13,1009.4
2020,5,4,14,1020.6
2020,5,4,15,1016.4
2020,5,4,16,994.7
2020,5,4,17,955.5
2020,5,4,18,926.8
2020,5,4,19,977.2
2020,5,4,20,924
2020,5,4,21,802.2
2020,5,4,22,708.4
2020,5,4,23,657.3
2020,5,4,24,634.9
2020,5,5,1,616.7
2020,5,5,2,606.2
2020,5,5,3,609.7
2020,5,5,4,634.9
2020,5,5,5,683.9
2020,5,5,6,722.4
2020,5,5,7,775.6
2020,5,5,8,821.1
2020,5,5,9,875
2020,5,5,10,909.3
2020,5,5,11,966.7
2020,5,5,12,1014.3
2020,5,5,13,1066.1
2020,5,5,14,1075.2
2020,5,5,15,1076.6
2020,5,5,16,1027.6
2020,5,5,17,979.3
2020,5,5,18,950.6
2020,5,5,19,972.3
2020,5,5,20,916.3
2020,5,5,21,788.2
2020,5,5,22,707.7
2020,5,5,23,674.1
2020,5,5,24,649.6
2020,5,6,1,630
2020,5,6,2,627.2
2020,5,6,3,621.6
2020,5,6,4,648.9
2020,5,6,5,705.6
2020,5,6,6,749
2020,5,6,7,808.5
2020,5,6,8,851.2
2020,5,6,9,903
2020,5,6,10,935.9
2020,5,6,11,971.6
2020,5,6,12,1006.6
2020,5,6,13,1037.4
2020,5,6,14,1052.1
2020,5,6,15,1043.7
2020,5,6,16,1008
2020,5,6,17,959.7
2020,5,6,18,928.2
2020,5,6,19,984.2
2020,5,6,20,930.3
2020,5,6,21,807.8
2020,5,6,22,715.4
2020,5,6,23,659.4
2020,5,6,24,635.6
2020,5,7,1,622.3
2020,5,7,2,618.8
2020,5,7,3,614.6
2020,5,7,4,643.3
2020,5,7,5,681.1
2020,5,7,6,738.5
2020,5,7,7,785.4
2020,5,7,8,844.2
2020,5,7,9,885.5
2020,5,7,10,916.3
2020,5,7,11,931.7
2020,5,7,12,956.2
2020,5,7,13,982.8
2020,5,7,14,994
2020,5,7,15,994.7
2020,5,7,16,982.8
2020,5,7,17,933.8
2020,5,7,18,903
2020,5,7,19,952
2020,5,7,20,916.3
2020,5,7,21,810.6
2020,5,7,22,718.2
2020,5,7,23,658
2020,5,7,24,636.3
2020,5,8,1,618.8
2020,5,8,2,618.8
2020,5,8,3,618.8
2020,5,8,4,641.9
2020,5,8,5,681.1
2020,5,8,6,730.8
2020,5,8,7,780.5
2020,5,8,8,831.6
2020,5,8,9,872.9
2020,5,8,10,903.7
2020,5,8,11,919.1
2020,5,8,12,938
2020,5,8,13,966.7
2020,5,8,14,961.1
2020,5,8,15,959
2020,5,8,16,928.2
2020,5,8,17,877.1
2020,5,8,18,842.1
2020,5,8,19,884.8
2020,5,8,20,858.9
2020,5,8,21,784
2020,5,8,22,705.6
2020,5,8,23,659.4
2020,5,8,24,632.8
2020,5,9,1,614.6
2020,5,9,2,606.2
2020,5,9,3,602.7
2020,5,9,4,609
2020,5,9,5,602
2020,5,9,6,623.7
2020,5,9,7,668.5
2020,5,9,8,707.7
2020,5,9,9,744.1
2020,5,9,10,771.4
2020,5,9,11,786.1
2020,5,9,12,797.3
2020,5,9,13,810.6
2020,5,9,14,828.1
2020,5,9,15,832.3
2020,5,9,16,831.6
2020,5,9,17,812
2020,5,9,18,788.2
2020,5,9,19,830.2
2020,5,9,20,796.6
2020,5,9,21,735
2020,5,9,22,682.5
2020,5,9,23,639.1
2020,5,9,24,613.2
2020,5,10,1,599.9
2020,5,10,2,590.8
2020,5,10,3,583.8
2020,5,10,4,584.5
2020,5,10,5,575.4
2020,5,10,6,587.3
2020,5,10,7,615.3
2020,5,10,8,652.4
2020,5,10,9,690.2
2020,5,10,10,726.6
2020,5,10,11,751.8
2020,5,10,12,765.1
2020,5,10,13,784
2020,5,10,14,794.5
2020,5,10,15,807.8
2020,5,10,16,797.3
2020,5,10,17,788.9
2020,5,10,18,782.6
2020,5,10,19,845.6
2020,5,10,20,832.3
2020,5,10,21,756
2020,5,10,22,678.3
2020,5,10,23,624.4
2020,5,10,24,606.2
2020,5,11,1,595.7
2020,5,11,2,594.3
2020,5,11,3,599.9
2020,5,11,4,622.3
2020,5,11,5,666.4
2020,5,11,6,709.1
2020,5,11,7,774.2
2020,5,11,8,826
2020,5,11,9,876.4
2020,5,11,10,917
2020,5,11,11,954.1
2020,5,11,12,991.2
2020,5,11,13,1021.3
2020,5,11,14,1029
2020,5,11,15,1021.3
2020,5,11,16,1004.5
2020,5,11,17,957.6
2020,5,11,18,975.8
2020,5,11,19,970.2
2020,5,11,20,929.6
2020,5,11,21,814.8
2020,5,11,22,721.7
2020,5,11,23,665
2020,5,11,24,641.9
2020,5,12,1,619.5
2020,5,12,2,613.2
2020,5,12,3,623
2020,5,12,4,643.3
2020,5,12,5,686
2020,5,12,6,735
2020,5,12,7,791.7
2020,5,12,8,847
2020,5,12,9,900.9
2020,5,12,10,932.4
2020,5,12,11,952
2020,5,12,12,845.6
2020,5,12,13,1017.8
2020,5,12,14,1031.1
2020,5,12,15,1024.1
2020,5,12,16,991.2
2020,5,12,17,948.5
2020,5,12,18,921.2
2020,5,12,19,968.8
2020,5,12,20,929.6
2020,5,12,21,830.2
2020,5,12,22,735
2020,5,12,23,666.4
2020,5,12,24,646.8
2020,5,13,1,620.2
2020,5,13,2,624.4
2020,5,13,3,623
2020,5,13,4,650.3
2020,5,13,5,683.9
2020,5,13,6,737.1
2020,5,13,7,785.4
2020,5,13,8,827.4
2020,5,13,9,879.2
2020,5,13,10,917
2020,5,13,11,955.5
2020,5,13,12,997.5
2020,5,13,13,1027.6
2020,5,13,14,1052.1
2020,5,13,15,1051.4
2020,5,13,16,1029.7
2020,5,13,17,985.6
2020,5,13,18,939.4
2020,5,13,19,987.7
2020,5,13,20,945
2020,5,13,21,830.2
2020,5,13,22,729.4
2020,5,13,23,674.1
2020,5,13,24,646.8
2020,5,14,1,632.8
2020,5,14,2,620.2
2020,5,14,3,623
2020,5,14,4,637
2020,5,14,5,672
2020,5,14,6,717.5
2020,5,14,7,755.3
2020,5,14,8,793.8
2020,5,14,9,834.4
2020,5,14,10,853.3
2020,5,14,11,874.3
2020,5,14,12,901.6
2020,5,14,13,930.3
2020,5,14,14,962.5
2020,5,14,15,970.2
2020,5,14,16,956.2
2020,5,14,17,922.6
2020,5,14,18,900.9
2020,5,14,19,948.5
2020,5,14,20,917
2020,5,14,21,805
2020,5,14,22,712.6
2020,5,14,23,662.9
2020,5,14,24,641.2
2020,5,15,1,622.3
2020,5,15,2,617.4
2020,5,15,3,625.1
2020,5,15,4,642.6
2020,5,15,5,690.9
2020,5,15,6,742
2020,5,15,7,798
2020,5,15,8,863.8
2020,5,15,9,913.5
2020,5,15,10,970.2
2020,5,15,11,1015.7
2020,5,15,12,1068.9
2020,5,15,13,1115.1
2020,5,15,14,1125.6
2020,5,15,15,1125.6
2020,5,15,16,1085.7
2020,5,15,17,1016.4
2020,5,15,18,971.6
2020,5,15,19,994.7
2020,5,15,20,959.7
2020,5,15,21,864.5
2020,5,15,22,768.6
2020,5,15,23,711.2
2020,5,15,24,672.7
2020,5,16,1,651
2020,5,16,2,639.8
2020,5,16,3,632.8
2020,5,16,4,637.7
2020,5,16,5,630
2020,5,16,6,652.4
2020,5,16,7,704.2
2020,5,16,8,749.7
2020,5,16,9,807.1
2020,5,16,10,854.7
2020,5,16,11,905.1
2020,5,16,12,943.6
2020,5,16,13,980.7
2020,5,16,14,984.2
2020,5,16,15,975.8
2020,5,16,16,959
2020,5,16,17,938
2020,5,16,18,899.5
2020,5,16,19,941.5
2020,5,16,20,914.9
2020,5,16,21,847
2020,5,16,22,760.9
2020,5,16,23,709.8
2020,5,16,24,671.3
2020,5,17,1,651
2020,5,17,2,632.8
2020,5,17,3,625.8
2020,5,17,4,615.3
2020,5,17,5,601.3
2020,5,17,6,618.8
2020,5,17,7,656.6
2020,5,17,8,706.3
2020,5,17,9,769.3
2020,5,17,10,819.7
2020,5,17,11,860.3
2020,5,17,12,889.7
2020,5,17,13,919.1
2020,5,17,14,920.5
2020,5,17,15,924
2020,5,17,16,919.1
2020,5,17,17,914.9
2020,5,17,18,899.5
2020,5,17,19,965.3
2020,5,17,20,938
2020,5,17,21,846.3
2020,5,17,22,744.1
2020,5,17,23,675.5
2020,5,17,24,647.5
2020,5,18,1,631.4
2020,5,18,2,623
2020,5,18,3,629.3
2020,5,18,4,652.4
2020,5,18,5,695.8
2020,5,18,6,752.5
2020,5,18,7,813.4
2020,5,18,8,864.5
2020,5,18,9,920.5
2020,5,18,10,954.1
2020,5,18,11,978.6
2020,5,18,12,1010.8
2020,5,18,13,1045.1
2020,5,18,14,1071
2020,5,18,15,1061.2
2020,5,18,16,1029.7
2020,5,18,17,982.1
2020,5,18,18,949.9
2020,5,18,19,975.1
2020,5,18,20,913.5
2020,5,18,21,802.2
2020,5,18,22,696.5
2020,5,18,23,639.8
2020,5,18,24,627.2
2020,5,19,1,625.1
2020,5,19,2,615.3
2020,5,19,3,623.7
2020,5,19,4,649.6
2020,5,19,5,688.8
2020,5,19,6,742
2020,5,19,7,785.4
2020,5,19,8,827.4
2020,5,19,9,866.6
2020,5,19,10,903.7
2020,5,19,11,926.8
2020,5,19,12,965.3
2020,5,19,13,1001
2020,5,19,14,1036
2020,5,19,15,1035.3
2020,5,19,16,999.6
2020,5,19,17,942.9
2020,5,19,18,903
2020,5,19,19,952.7
2020,5,19,20,922.6
2020,5,19,21,812
2020,5,19,22,718.9
2020,5,19,23,660.8
2020,5,19,24,637
2020,5,20,1,619.5
2020,5,20,2,618.1
2020,5,20,3,626.5
2020,5,20,4,642.6
2020,5,20,5,690.2
2020,5,20,6,746.2
2020,5,20,7,796.6
2020,5,20,8,846.3
2020,5,20,9,837.2
2020,5,20,10,807.8
2020,5,20,11,991.2
2020,5,20,12,947.1
2020,5,20,13,940.8
2020,5,20,14,1004.5
2020,5,20,15,1095.5
2020,5,20,16,1071
2020,5,20,17,1020.6
2020,5,20,18,961.1
2020,5,20,19,1006.6
2020,5,20,20,970.2
2020,5,20,21,850.5
2020,5,20,22,751.8
2020,5,20,23,687.4
2020,5,20,24,656.6
2020,5,21,1,639.1
2020,5,21,2,632.8
2020,5,21,3,634.9
2020,5,21,4,658
2020,5,21,5,696.5
2020,5,21,6,758.8
2020,5,21,7,820.4
2020,5,21,8,878.5
2020,5,21,9,952
2020,5,21,10,1002.4
2020,5,21,11,1054.9
2020,5,21,12,1102.5
2020,5,21,13,1151.5
2020,5,21,14,1166.2
2020,5,21,15,1178.8
2020,5,21,16,1134
2020,5,21,17,1059.8
2020,5,21,18,1020.6
2020,5,21,19,1066.1
2020,5,21,20,1024.8
2020,5,21,21,895.3
2020,5,21,22,785.4
2020,5,21,23,711.9
2020,5,21,24,681.8
2020,5,22,1,660.1
2020,5,22,2,651
2020,5,22,3,647.5
2020,5,22,4,675.5
2020,5,22,5,713.3
2020,5,22,6,764.4
2020,5,22,7,846.3
2020,5,22,8,920.5
2020,5,22,9,982.1
2020,5,22,10,1054.9
2020,5,22,11,1102.5
2020,5,22,12,1141.7
2020,5,22,13,1181.6
2020,5,22,14,1201.2
2020,5,22,15,1199.8
2020,5,22,16,1138.2
2020,5,22,17,1047.2
2020,5,22,18,985.6
2020,5,22,19,1014.3
2020,5,22,20,971.6
2020,5,22,21,881.3
2020,5,22,22,788.2
2020,5,22,23,734.3
2020,5,22,24,688.1
2020,5,23,1,664.3
2020,5,23,2,651.7
2020,5,23,3,647.5
2020,5,23,4,647.5
2020,5,23,5,638.4
2020,5,23,6,672.7
2020,5,23,7,738.5
2020,5,23,8,802.2
2020,5,23,9,878.5
2020,5,23,10,956.2
2020,5,23,11,1002.4
2020,5,23,12,1022.7
2020,5,23,13,1045.1
2020,5,23,14,1070.3
2020,5,23,15,1071
2020,5,23,16,1050
2020,5,23,17,1020.6
2020,5,23,18,977.2
2020,5,23,19,1001
2020,5,23,20,968.8
2020,5,23,21,889.7
2020,5,23,22,796.6
2020,5,23,23,740.6
2020,5,23,24,695.1
2020,5,24,1,667.8
2020,5,24,2,653.1
2020,5,24,3,643.3
2020,5,24,4,641.2
2020,5,24,5,618.8
2020,5,24,6,640.5
2020,5,24,7,688.8
2020,5,24,8,742
2020,5,24,9,809.9
2020,5,24,10,884.8
2020,5,24,11,935.9
2020,5,24,12,977.2
2020,5,24,13,1010.8
2020,5,24,14,1051.4
2020,5,24,15,1053.5
2020,5,24,16,1050
2020,5,24,17,1029
2020,5,24,18,997.5
2020,5,24,19,1037.4
2020,5,24,20,1012.9
2020,5,24,21,905.1
2020,5,24,22,796.6
2020,5,24,23,734.3
2020,5,24,24,691.6
2020,5,25,1,679
2020,5,25,2,673.4
2020,5,25,3,676.2
2020,5,25,4,702.8
2020,5,25,5,747.6
2020,5,25,6,828.1
2020,5,25,7,926.1
2020,5,25,8,1009.4
2020,5,25,9,1093.4
2020,5,25,10,1147.3
2020,5,25,11,1192.8
2020,5,25,12,1246
2020,5,25,13,1253.7
2020,5,25,14,1300.6
2020,5,25,15,1281
2020,5,25,16,1274
2020,5,25,17,1204
2020,5,25,18,1115.1
2020,5,25,19,1140.3
2020,5,25,20,1087.8
2020,5,25,21,939.4
2020,5,25,22,802.2
2020,5,25,23,741.3
2020,5,25,24,703.5
2020,5,26,1,676.9
2020,5,26,2,670.6
2020,5,26,3,668.5
2020,5,26,4,692.3
2020,5,26,5,736.4
2020,5,26,6,805.7
2020,5,26,7,883.4
2020,5,26,8,949.9
2020,5,26,9,992.6
2020,5,26,10,1045.1
2020,5,26,11,1095.5
2020,5,26,12,1143.1
2020,5,26,13,1177.4
2020,5,26,14,1216.6
2020,5,26,15,1213.8
2020,5,26,16,1178.8
2020,5,26,17,1124.9
2020,5,26,18,1072.4
2020,5,26,19,1104.6
2020,5,26,20,1064
2020,5,26,21,922.6
2020,5,26,22,807.1
2020,5,26,23,732.9
2020,5,26,24,697.2
2020,5,27,1,671.3
2020,5,27,2,658
2020,5,27,3,663.6
2020,5,27,4,682.5
2020,5,27,5,717.5
2020,5,27,6,778.4
2020,5,27,7,854.7
2020,5,27,8,919.1
2020,5,27,9,992.6
2020,5,27,10,1076.6
2020,5,27,11,1138.2
2020,5,27,12,1201.2
2020,5,27,13,1249.5
2020,5,27,14,1284.5
2020,5,27,15,1299.2
2020,5,27,16,1211
2020,5,27,17,1194.2
2020,5,27,18,1135.4
2020,5,27,19,1155.7
2020,5,27,20,1096.9
2020,5,27,21,950.6
2020,5,27,22,812
2020,5,27,23,741.3
2020,5,27,24,695.8
2020,5,28,1,677.6
2020,5,28,2,666.4
2020,5,28,3,665.7
2020,5,28,4,683.9
2020,5,28,5,727.3
2020,5,28,6,797.3
2020,5,28,7,885.5
2020,5,28,8,964.6
2020,5,28,9,1048.6
2020,5,28,10,1107.4
2020,5,28,11,1185.8
2020,5,28,12,1241.8
2020,5,28,13,1292.9
2020,5,28,14,1321.6
2020,5,28,15,1311.1
2020,5,28,16,1260.7
2020,5,28,17,1187.2
2020,5,28,18,1120.7
2020,5,28,19,1131.2
2020,5,28,20,1084.3
2020,5,28,21,970.2
2020,5,28,22,847
2020,5,28,23,769.3
2020,5,28,24,721.7
2020,5,29,1,690.9
2020,5,29,2,676.2
2020,5,29,3,673.4
2020,5,29,4,692.3
2020,5,29,5,705.6
2020,5,29,6,768.6
2020,5,29,7,875
2020,5,29,8,954.1
2020,5,29,9,1032.5
2020,5,29,10,1085.7
2020,5,29,11,1135.4
2020,5,29,12,1167.6
2020,5,29,13,1208.2
2020,5,29,14,1212.4
2020,5,29,15,1183
2020,5,29,16,1148.7
2020,5,29,17,1084.3
2020,5,29,18,1020.6
2020,5,29,19,1027.6
2020,5,29,20,1009.4
2020,5,29,21,899.5
2020,5,29,22,816.2
2020,5,29,23,744.1
2020,5,29,24,705.6
2020,5,30,1,681.8
2020,5,30,2,661.5
2020,5,30,3,653.1
2020,5,30,4,655.2
2020,5,30,5,644.7
2020,5,30,6,672
2020,5,30,7,722.4
2020,5,30,8,789.6
2020,5,30,9,844.2
2020,5,30,10,887.6
2020,5,30,11,918.4
2020,5,30,12,938
2020,5,30,13,956.2
2020,5,30,14,971.6
2020,5,30,15,968.8
2020,5,30,16,959
2020,5,30,17,924
2020,5,30,18,887.6
2020,5,30,19,922.6
2020,5,30,20,897.4
2020,5,30,21,830.2
2020,5,30,22,755.3
2020,5,30,23,705.6
2020,5,30,24,670.6
2020,5,31,1,647.5
2020,5,31,2,633.5
2020,5,31,3,626.5
2020,5,31,4,619.5
2020,5,31,5,606.9
2020,5,31,6,626.5
2020,5,31,7,656.6
2020,5,31,8,697.9
2020,5,31,9,739.2
2020,5,31,10,784
2020,5,31,11,825.3
2020,5,31,12,843.5
2020,5,31,13,852.6
2020,5,31,14,864.5
2020,5,31,15,889.7
2020,5,31,16,872.2
2020,5,31,17,853.3
2020,5,31,18,829.5
2020,5,31,19,863.8
2020,5,31,20,854.7
2020,5,31,21,796.6
2020,5,31,22,734.3
2020,5,31,23,678.3
2020,5,31,24,650.3
2020,6,1,1,640.5
2020,6,1,2,629.3
2020,6,1,3,625.1
2020,6,1,4,620.9
2020,6,1,5,611.8
2020,6,1,6,627.2
2020,6,1,7,657.3
2020,6,1,8,703.5
2020,6,1,9,757.4
2020,6,1,10,798.7
2020,6,1,11,833
2020,6,1,12,854
2020,6,1,13,872.2
2020,6,1,14,891.1
2020,6,1,15,907.2
2020,6,1,16,910
2020,6,1,17,878.5
2020,6,1,18,856.1
2020,6,1,19,883.4
2020,6,1,20,873.6
2020,6,1,21,785.4
2020,6,1,22,707.7
2020,6,1,23,669.2
2020,6,1,24,648.2
2020,6,2,1,635.6
2020,6,2,2,629.3
2020,6,2,3,630.7
2020,6,2,4,643.3
2020,6,2,5,658
2020,6,2,6,709.1
2020,6,2,7,777
2020,6,2,8,837.9
2020,6,2,9,918.4
2020,6,2,10,970.9
2020,6,2,11,1023.4
2020,6,2,12,1064
2020,6,2,13,1109.5
2020,6,2,14,1145.9
2020,6,2,15,1138.9
2020,6,2,16,1094.1
2020,6,2,17,1040.9
2020,6,2,18,982.1
2020,6,2,19,1012.9
2020,6,2,20,974.4
2020,6,2,21,856.8
2020,6,2,22,762.3
2020,6,2,23,699.3
2020,6,2,24,718.9
2020,6,3,1,744.8
2020,6,3,2,741.3
2020,6,3,3,745.5
2020,6,3,4,745.5
2020,6,3,5,682.5
2020,6,3,6,740.6
2020,6,3,7,804.3
2020,6,3,8,877.1
2020,6,3,9,949.9
2020,6,3,10,1021.3
2020,6,3,11,1080.1
2020,6,3,12,1132.6
2020,6,3,13,1145.9
2020,6,3,14,1192.8
2020,6,3,15,1172.5
2020,6,3,16,1095.5
2020,6,3,17,1028.3
2020,6,3,18,980.7
2020,6,3,19,1011.5
2020,6,3,20,987.7
2020,6,3,21,870.8
2020,6,3,22,783.3
2020,6,3,23,716.8
2020,6,3,24,774.2
2020,6,4,1,765.8
2020,6,4,2,750.4
2020,6,4,3,751.8
2020,6,4,4,772.1
2020,6,4,5,785.4
2020,6,4,6,751.8
2020,6,4,7,816.2
2020,6,4,8,876.4
2020,6,4,9,943.6
2020,6,4,10,998.2
2020,6,4,11,1035.3
2020,6,4,12,1070.3
2020,6,4,13,1091.3
2020,6,4,14,1105.3
2020,6,4,15,1096.2
2020,6,4,16,1073.1
2020,6,4,17,1026.9
2020,6,4,18,980
2020,6,4,19,996.8
2020,6,4,20,985.6
2020,6,4,21,867.3
2020,6,4,22,780.5
2020,6,4,23,778.4
2020,6,4,24,688.8
2020,6,5,1,763
2020,6,5,2,754.6
2020,6,5,3,760.9
2020,6,5,4,775.6
2020,6,5,5,700.7
2020,6,5,6,755.3
2020,6,5,7,826.7
2020,6,5,8,893.9
2020,6,5,9,949.9
2020,6,5,10,1002.4
2020,6,5,11,1045.8
2020,6,5,12,1076.6
2020,6,5,13,1106.7
2020,6,5,14,1119.3
2020,6,5,15,1108.1
2020,6,5,16,1082.9
2020,6,5,17,1026.9
2020,6,5,18,970.2
2020,6,5,19,978.6
2020,6,5,20,970.2
2020,6,5,21,879.2
2020,6,5,22,799.4
2020,6,5,23,741.3
2020,6,5,24,702.8
2020,6,6,1,779.8
2020,6,6,2,770
2020,6,6,3,763
2020,6,6,4,765.1
2020,6,6,5,732.2
2020,6,6,6,687.4
2020,6,6,7,731.5
2020,6,6,8,802.9
2020,6,6,9,860.3
2020,6,6,10,918.4
2020,6,6,11,966.7
2020,6,6,12,984.2
2020,6,6,13,1021.3
2020,6,6,14,1033.9
2020,6,6,15,1040.2
2020,6,6,16,1025.5
2020,6,6,17,976.5
2020,6,6,18,937.3
2020,6,6,19,957.6
2020,6,6,20,947.8
2020,6,6,21,864.5
2020,6,6,22,788.9
2020,6,6,23,789.6
2020,6,6,24,697.2
2020,6,7,1,676.9
2020,6,7,2,666.4
2020,6,7,3,660.8
2020,6,7,4,653.1
2020,6,7,5,639.8
2020,6,7,6,655.9
2020,6,7,7,689.5
2020,6,7,8,740.6
2020,6,7,9,792.4
2020,6,7,10,863.1
2020,6,7,11,922.6
2020,6,7,12,955.5
2020,6,7,13,989.8
2020,6,7,14,1004.5
2020,6,7,15,1007.3
2020,6,7,16,1016.4
2020,6,7,17,1010.8
2020,6,7,18,959.7
2020,6,7,19,987.7
2020,6,7,20,982.1
2020,6,7,21,895.3
2020,6,7,22,798
2020,6,7,23,735
2020,6,7,24,769.3
2020,6,8,1,756
2020,6,8,2,740.6
2020,6,8,3,749.7
2020,6,8,4,770
2020,6,8,5,778.4
2020,6,8,6,781.2
2020,6,8,7,868.7
2020,6,8,8,940.8
2020,6,8,9,1036.7
2020,6,8,10,1113
2020,6,8,11,1172.5
2020,6,8,12,1236.9
2020,6,8,13,1274.7
2020,6,8,14,1290.8
2020,6,8,15,1292.2
2020,6,8,16,1253
2020,6,8,17,1192.8
2020,6,8,18,1143.1
2020,6,8,19,1149.4
2020,6,8,20,1126.3
2020,6,8,21,985.6
2020,6,8,22,863.1
2020,6,8,23,780.5
2020,6,8,24,799.4
2020,6,9,1,795.2
2020,6,9,2,784
2020,6,9,3,780.5
2020,6,9,4,802.2
2020,6,9,5,809.2
2020,6,9,6,809.2
2020,6,9,7,891.1
2020,6,9,8,970.9
2020,6,9,9,1070.3
2020,6,9,10,1161.3
2020,6,9,11,1217.3
2020,6,9,12,1260
2020,6,9,13,1306.9
2020,6,9,14,1327.9
2020,6,9,15,1312.5
2020,6,9,16,1260
2020,6,9,17,1203.3
2020,6,9,18,1152.2
2020,6,9,19,1165.5
2020,6,9,20,1132.6
2020,6,9,21,987.7
2020,6,9,22,867.3
2020,6,9,23,799.4
2020,6,9,24,765.8
2020,6,10,1,819
2020,6,10,2,804.3
2020,6,10,3,804.3
2020,6,10,4,823.2
2020,6,10,5,749
2020,6,10,6,821.1
2020,6,10,7,922.6
2020,6,10,8,1012.9
2020,6,10,9,1095.5
2020,6,10,10,1176
2020,6,10,11,1238.3
2020,6,10,12,1280.3
2020,6,10,13,1234.1
2020,6,10,14,1225.7
2020,6,10,15,1194.2
2020,6,10,16,1111.6
2020,6,10,17,1073.1
2020,6,10,18,1028.3
2020,6,10,19,1073.1
2020,6,10,20,1038.8
2020,6,10,21,919.8
2020,6,10,22,821.1
2020,6,10,23,757.4
2020,6,10,24,725.9
2020,6,11,1,704.2
2020,6,11,2,697.2
2020,6,11,3,688.1
2020,6,11,4,707
2020,6,11,5,725.9
2020,6,11,6,796.6
2020,6,11,7,883.4
2020,6,11,8,962.5
2020,6,11,9,1047.2
2020,6,11,10,1150.8
2020,6,11,11,1166.9
2020,6,11,12,1192.8
2020,6,11,13,1228.5
2020,6,11,14,1211.7
2020,6,11,15,1158.5
2020,6,11,16,1089.9
2020,6,11,17,1035.3
2020,6,11,18,1015
2020,6,11,19,1068.2
2020,6,11,20,1045.8
2020,6,11,21,940.8
2020,6,11,22,842.1
2020,6,11,23,779.8
2020,6,11,24,741.3
2020,6,12,1,718.2
2020,6,12,2,704.9
2020,6,12,3,711.2
2020,6,12,4,733.6
2020,6,12,5,742.7
2020,6,12,6,806.4
2020,6,12,7,873.6
2020,6,12,8,957.6
2020,6,12,9,1031.8
2020,6,12,10,1120.7
2020,6,12,11,1143.1
2020,6,12,12,1183
2020,6,12,13,1234.1
2020,6,12,14,1234.1
2020,6,12,15,1190
2020,6,12,16,1168.3
2020,6,12,17,1128.4
2020,6,12,18,1059.1
2020,6,12,19,1076.6
2020,6,12,20,1052.1
2020,6,12,21,949.2
2020,6,12,22,851.2
2020,6,12,23,791
2020,6,12,24,739.9
2020,6,13,1,709.1
2020,6,13,2,763.7
2020,6,13,3,768.6
2020,6,13,4,765.8
2020,6,13,5,739.9
2020,6,13,6,718.2
2020,6,13,7,781.2
2020,6,13,8,850.5
2020,6,13,9,926.1
2020,6,13,10,992.6
2020,6,13,11,1040.9
2020,6,13,12,1078
2020,6,13,13,1082.9
2020,6,13,14,1095.5
2020,6,13,15,1086.4
2020,6,13,16,1081.5
2020,6,13,17,1036.7
2020,6,13,18,991.2
2020,6,13,19,989.1
2020,6,13,20,976.5
2020,6,13,21,884.8
2020,6,13,22,798
2020,6,13,23,746.9
2020,6,13,24,707
2020,6,14,1,688.8
2020,6,14,2,671.3
2020,6,14,3,663.6
2020,6,14,4,654.5
2020,6,14,5,639.8
2020,6,14,6,658.7
2020,6,14,7,695.1
2020,6,14,8,745.5
2020,6,14,9,812
2020,6,14,10,886.9
2020,6,14,11,955.5
2020,6,14,12,991.2
2020,6,14,13,1026.9
2020,6,14,14,1137.5
2020,6,14,15,1063.3
2020,6,14,16,1058.4
2020,6,14,17,1033.2
2020,6,14,18,989.8
2020,6,14,19,1002.4
2020,6,14,20,1005.9
2020,6,14,21,896
2020,6,14,22,805
2020,6,14,23,736.4
2020,6,14,24,703.5
2020,6,15,1,687.4
2020,6,15,2,676.2
2020,6,15,3,675.5
2020,6,15,4,686.7
2020,6,15,5,707.7
2020,6,15,6,773.5
