Year,Month,Day,Period,Load
2020,3,17,1,590.8
2020,3,17,2,588
2020,3,17,3,585.9
2020,3,17,4,596.4
2020,3,17,5,629.3
2020,3,17,6,680.4
2020,3,17,7,719.6
2020,3,17,8,739.9
2020,3,17,9,765.1
2020,3,17,10,774.2
2020,3,17,11,783.3
2020,3,17,12,777
2020,3,17,13,777
2020,3,17,14,767.9
2020,3,17,15,758.8
2020,3,17,16,735.7
2020,3,17,17,737.1
2020,3,17,18,870.1
2020,3,17,19,910.7
2020,3,17,20,870.1
2020,3,17,21,786.8
2020,3,17,22,697.2
2020,3,17,23,619.5
2020,3,17,24,593.6
2020,3,18,1,582.4
2020,3,18,2,581
2020,3,18,3,579.6
2020,3,18,4,583.1
2020,3,18,5,601.3
2020,3,18,6,641.9
2020,3,18,7,680.4
2020,3,18,8,709.1
2020,3,18,9,753.2
2020,3,18,10,784.7
2020,3,18,11,789.6
2020,3,18,12,783.3
2020,3,18,13,781.9
2020,3,18,14,793.1
2020,3,18,15,781.9
2020,3,18,16,772.1
2020,3,18,17,758.8
2020,3,18,18,846.3
2020,3,18,19,904.4
2020,3,18,20,860.3
2020,3,18,21,772.1
2020,3,18,22,683.9
2020,3,18,23,619.5
2020,3,18,24,586.6
2020,3,19,1,581.7
2020,3,19,2,577.5
2020,3,19,3,577.5
2020,3,19,4,578.2
2020,3,19,5,588.7
2020,3,19,6,614.6
2020,3,19,7,649.6
2020,3,19,8,679
2020,3,19,9,709.1
2020,3,19,10,745.5
2020,3,19,11,772.1
2020,3,19,12,781.9
2020,3,19,13,800.8
2020,3,19,14,806.4
2020,3,19,15,788.2
2020,3,19,16,760.2
2020,3,19,17,756
2020,3,19,18,873.6
2020,3,19,19,904.4
2020,3,19,20,871.5
2020,3,19,21,781.9
2020,3,19,22,694.4
2020,3,19,23,620.2
2020,3,19,24,592.2
2020,3,20,1,583.8
2020,3,20,2,579.6
2020,3,20,3,577.5
2020,3,20,4,579.6
2020,3,20,5,592.9
2020,3,20,6,621.6
2020,3,20,7,652.4
2020,3,20,8,700.7
2020,3,20,9,737.1
2020,3,20,10,770.7
2020,3,20,11,774.2
2020,3,20,12,772.1
2020,3,20,13,774.2
2020,3,20,14,761.6
2020,3,20,15,742.7
2020,3,20,16,721
2020,3,20,17,722.4
2020,3,20,18,816.2
2020,3,20,19,830.2
2020,3,20,20,800.8
2020,3,20,21,748.3
2020,3,20,22,674.8
2020,3,20,23,621.6
2020,3,20,24,591.5
2020,3,21,1,584.5
2020,3,21,2,576.8
2020,3,21,3,576.8
2020,3,21,4,577.5
2020,3,21,5,581.7
2020,3,21,6,582.4
2020,3,21,7,592.9
2020,3,21,8,613.2
2020,3,21,9,648.2
2020,3,21,10,660.8
2020,3,21,11,678.3
2020,3,21,12,669.2
2020,3,21,13,666.4
2020,3,21,14,657.3
2020,3,21,15,655.9
2020,3,21,16,648.2
2020,3,21,17,647.5
2020,3,21,18,718.2
2020,3,21,19,766.5
2020,3,21,20,742.7
2020,3,21,21,689.5
2020,3,21,22,639.1
2020,3,21,23,602
2020,3,21,24,585.9
2020,3,22,1,578.2
2020,3,22,2,575.4
2020,3,22,3,574.7
2020,3,22,4,574.7
2020,3,22,5,576.1
2020,3,22,6,575.4
2020,3,22,7,576.8
2020,3,22,8,583.8
2020,3,22,9,596.4
2020,3,22,10,604.8
2020,3,22,11,618.8
2020,3,22,12,622.3
2020,3,22,13,622.3
2020,3,22,14,621.6
2020,3,22,15,619.5
2020,3,22,16,616
2020,3,22,17,657.3
2020,3,22,18,739.9
2020,3,22,19,772.1
2020,3,22,20,753.2
2020,3,22,21,704.2
2020,3,22,22,644.7
2020,3,22,23,597.1
2020,3,22,24,582.4
2020,3,23,1,578.9
2020,3,23,2,576.8
2020,3,23,3,578.2
2020,3,23,4,582.4
2020,3,23,5,611.8
2020,3,23,6,667.1
2020,3,23,7,716.8
2020,3,23,8,769.3
2020,3,23,9,806.4
2020,3,23,10,812.7
2020,3,23,11,819.7
2020,3,23,12,794.5
2020,3,23,13,793.1
2020,3,23,14,778.4
2020,3,23,15,760.2
2020,3,23,16,742.7
2020,3,23,17,734.3
2020,3,23,18,849.8
2020,3,23,19,933.1
2020,3,23,20,922.6
2020,3,23,21,824.6
2020,3,23,22,705.6
2020,3,23,23,623
2020,3,23,24,598.5
2020,3,24,1,587.3
2020,3,24,2,585.2
2020,3,24,3,586.6
2020,3,24,4,590.8
2020,3,24,5,625.1
2020,3,24,6,685.3
2020,3,24,7,737.1
2020,3,24,8,774.2
2020,3,24,9,777
2020,3,24,10,804.3
2020,3,24,11,802.9
2020,3,24,12,798
2020,3,24,13,798
2020,3,24,14,795.9
2020,3,24,15,784.7
2020,3,24,16,758.8
2020,3,24,17,742.7
2020,3,24,18,851.2
2020,3,24,19,926.8
2020,3,24,20,896.7
2020,3,24,21,798
2020,3,24,22,693
2020,3,24,23,625.8
2020,3,24,24,597.1
2020,3,25,1,588.7
2020,3,25,2,582.4
2020,3,25,3,582.4
2020,3,25,4,590.1
2020,3,25,5,621.6
2020,3,25,6,672.7
2020,3,25,7,728.7
2020,3,25,8,767.9
2020,3,25,9,806.4
2020,3,25,10,831.6
2020,3,25,11,821.1
2020,3,25,12,809.2
2020,3,25,13,800.8
2020,3,25,14,783.3
2020,3,25,15,766.5
2020,3,25,16,742.7
2020,3,25,17,745.5
2020,3,25,18,835.1
2020,3,25,19,926.8
2020,3,25,20,920.5
2020,3,25,21,833.7
2020,3,25,22,721
2020,3,25,23,638.4
2020,3,25,24,604.8
2020,3,26,1,594.3
2020,3,26,2,589.4
2020,3,26,3,589.4
2020,3,26,4,592.2
2020,3,26,5,623
2020,3,26,6,678.3
2020,3,26,7,726.6
2020,3,26,8,754.6
2020,3,26,9,774.2
2020,3,26,10,793.1
2020,3,26,11,783.3
2020,3,26,12,765.1
2020,3,26,13,761.6
2020,3,26,14,753.2
2020,3,26,15,734.3
2020,3,26,16,718.2
2020,3,26,17,710.5
2020,3,26,18,800.8
2020,3,26,19,904.4
2020,3,26,20,883.4
2020,3,26,21,807.8
2020,3,26,22,716.8
2020,3,26,23,638.4
2020,3,26,24,605.5
2020,3,27,1,592.2
2020,3,27,2,586.6
2020,3,27,3,589.4
2020,3,27,4,594.3
2020,3,27,5,625.1
2020,3,27,6,682.5
2020,3,27,7,727.3
2020,3,27,8,769.3
2020,3,27,9,786.8
2020,3,27,10,809.2
2020,3,27,11,795.9
2020,3,27,12,784.7
2020,3,27,13,775.6
2020,3,27,14,770.7
2020,3,27,15,751.8
2020,3,27,16,726.6
2020,3,27,17,710.5
2020,3,27,18,778.4
2020,3,27,19,844.2
2020,3,27,20,812.7
2020,3,27,21,770.7
2020,3,27,22,689.5
2020,3,27,23,626.5
2020,3,27,24,592.9
2020,3,28,1,585.2
2020,3,28,2,581.7
2020,3,28,3,581
2020,3,28,4,581.7
2020,3,28,5,588.7
2020,3,28,6,589.4
2020,3,28,7,604.8
2020,3,28,8,634.9
2020,3,28,9,655.2
2020,3,28,10,669.2
2020,3,28,11,700.7
2020,3,28,12,683.9
2020,3,28,13,688.8
2020,3,28,14,680.4
2020,3,28,15,676.2
2020,3,28,16,669.2
2020,3,28,17,672.7
2020,3,28,18,725.2
2020,3,28,19,799.4
2020,3,28,20,767.9
2020,3,28,21,725.2
2020,3,28,22,655.9
2020,3,28,23,609.7
2020,3,28,24,586.6
2020,3,29,1,578.2
2020,3,29,2,576.8
2020,3,29,3,576.1
2020,3,29,4,576.1
2020,3,29,5,576.8
2020,3,29,6,575.4
2020,3,29,7,577.5
2020,3,29,8,588.7
2020,3,29,9,607.6
2020,3,29,10,628.6
2020,3,29,11,642.6
2020,3,29,12,644.7
2020,3,29,13,648.2
2020,3,29,14,649.6
2020,3,29,15,646.8
2020,3,29,16,646.8
2020,3,29,17,662.2
2020,3,29,18,760.2
2020,3,29,19,828.1
2020,3,29,20,807.8
2020,3,29,21,744.1
2020,3,29,22,657.3
2020,3,29,23,603.4
2020,3,29,24,585.2
2020,3,30,1,578.2
2020,3,30,2,576.8
2020,3,30,3,576.1
2020,3,30,4,578.2
2020,3,30,5,595.7
2020,3,30,6,646.8
2020,3,30,7,701.4
2020,3,30,8,727.3
2020,3,30,9,783.3
2020,3,30,10,824.6
2020,3,30,11,871.5
2020,3,30,12,881.3
2020,3,30,13,904.4
2020,3,30,14,881.3
2020,3,30,15,860.3
2020,3,30,16,837.2
2020,3,30,17,826.7
2020,3,30,18,926.8
2020,3,30,19,1000.3
2020,3,30,20,949.9
2020,3,30,21,844.2
2020,3,30,22,711.9
2020,3,30,23,627.9
2020,3,30,24,595
2020,3,31,1,585.9
2020,3,31,2,580.3
2020,3,31,3,580.3
2020,3,31,4,582.4
2020,3,31,5,603.4
2020,3,31,6,653.1
2020,3,31,7,715.4
2020,3,31,8,753.2
2020,3,31,9,804.3
2020,3,31,10,837.2
2020,3,31,11,879.2
2020,3,31,12,881.3
2020,3,31,13,893.2
2020,3,31,14,858.9
2020,3,31,15,828.1
2020,3,31,16,791
2020,3,31,17,783.3
2020,3,31,18,844.2
2020,3,31,19,914.9
2020,3,31,20,885.5
2020,3,31,21,786.8
2020,3,31,22,678.3
2020,3,31,23,617.4
2020,3,31,24,590.8
2020,4,1,1,585.2
2020,4,1,2,582.4
2020,4,1,3,581.7
2020,4,1,4,583.8
2020,4,1,5,602
2020,4,1,6,639.8
2020,4,1,7,676.2
2020,4,1,8,697.9
2020,4,1,9,729.4
2020,4,1,10,747.6
2020,4,1,11,770.7
2020,4,1,12,759.5
2020,4,1,13,774.2
2020,4,1,14,778.4
2020,4,1,15,769.3
2020,4,1,16,754.6
2020,4,1,17,739.9
2020,4,1,18,791
2020,4,1,19,844.2
2020,4,1,20,826.7
2020,4,1,21,767.9
2020,4,1,22,676.2
2020,4,1,23,616.7
2020,4,1,24,597.1
2020,4,2,1,588
2020,4,2,2,583.8
2020,4,2,3,582.4
2020,4,2,4,585.2
2020,4,2,5,595
2020,4,2,6,639.8
2020,4,2,7,671.3
2020,4,2,8,700.7
2020,4,2,9,737.1
2020,4,2,10,757.4
2020,4,2,11,767.2
2020,4,2,12,765.8
2020,4,2,13,778.4
2020,4,2,14,779.8
2020,4,2,15,778.4
2020,4,2,16,757.4
2020,4,2,17,742
2020,4,2,18,791
2020,4,2,19,840
2020,4,2,20,807.1
2020,4,2,21,754.6
2020,4,2,22,675.5
2020,4,2,23,616.7
2020,4,2,24,595
2020,4,3,1,586.6
2020,4,3,2,583.8
2020,4,3,3,583.1
2020,4,3,4,584.5
2020,4,3,5,597.8
2020,4,3,6,620.9
2020,4,3,7,667.8
2020,4,3,8,695.1
2020,4,3,9,742
2020,4,3,10,756
2020,4,3,11,796.6
2020,4,3,12,783.3
2020,4,3,13,792.4
2020,4,3,14,832.3
2020,4,3,15,812.7
2020,4,3,16,767.9
2020,4,3,17,758.1
2020,4,3,18,792.4
2020,4,3,19,832.3
2020,4,3,20,799.4
2020,4,3,21,747.6
2020,4,3,22,683.9
2020,4,3,23,629.3
2020,4,3,24,595.7
2020,4,4,1,587.3
2020,4,4,2,585.2
2020,4,4,3,583.8
2020,4,4,4,583.8
2020,4,4,5,584.5
2020,4,4,6,586.6
2020,4,4,7,592.9
2020,4,4,8,635.6
2020,4,4,9,660.1
2020,4,4,10,676.2
2020,4,4,11,677.6
2020,4,4,12,690.2
2020,4,4,13,667.8
2020,4,4,14,673.4
2020,4,4,15,671.3
2020,4,4,16,682.5
2020,4,4,17,684.6
2020,4,4,18,723.1
2020,4,4,19,763
2020,4,4,20,752.5
2020,4,4,21,702.1
2020,4,4,22,648.2
2020,4,4,23,618.1
2020,4,4,24,593.6
2020,4,5,1,584.5
2020,4,5,2,578.9
2020,4,5,3,578.9
2020,4,5,4,578.9
2020,4,5,5,578.9
2020,4,5,6,577.5
2020,4,5,7,581
2020,4,5,8,590.8
2020,4,5,9,609
2020,4,5,10,626.5
2020,4,5,11,641.2
2020,4,5,12,648.9
2020,4,5,13,653.8
2020,4,5,14,656.6
2020,4,5,15,664.3
2020,4,5,16,665
2020,4,5,17,663.6
2020,4,5,18,706.3
2020,4,5,19,775.6
2020,4,5,20,742.7
2020,4,5,21,685.3
2020,4,5,22,620.9
2020,4,5,23,593.6
2020,4,5,24,583.8
2020,4,6,1,579.6
2020,4,6,2,579.6
2020,4,6,3,582.4
2020,4,6,4,590.1
2020,4,6,5,635.6
2020,4,6,6,672
2020,4,6,7,692.3
2020,4,6,8,719.6
2020,4,6,9,746.2
2020,4,6,10,770.7
2020,4,6,11,778.4
2020,4,6,12,795.2
2020,4,6,13,808.5
2020,4,6,14,816.9
2020,4,6,15,805.7
2020,4,6,16,772.1
2020,4,6,17,758.1
2020,4,6,18,821.1
2020,4,6,19,894.6
2020,4,6,20,833.7
2020,4,6,21,725.9
2020,4,6,22,642.6
2020,4,6,23,606.9
2020,4,6,24,591.5
2020,4,7,1,587.3
2020,4,7,2,584.5
2020,4,7,3,587.3
2020,4,7,4,602.7
2020,4,7,5,660.8
2020,4,7,6,682.5
2020,4,7,7,728
2020,4,7,8,767.9
2020,4,7,9,808.5
2020,4,7,10,840
2020,4,7,11,871.5
2020,4,7,12,899.5
2020,4,7,13,931
2020,4,7,14,926.1
2020,4,7,15,929.6
2020,4,7,16,868
2020,4,7,17,833.7
2020,4,7,18,885.5
2020,4,7,19,966
2020,4,7,20,891.8
2020,4,7,21,754.6
2020,4,7,22,673.4
2020,4,7,23,623.7
2020,4,7,24,603.4
2020,4,8,1,597.1
2020,4,8,2,594.3
2020,4,8,3,597.1
2020,4,8,4,612.5
2020,4,8,5,679.7
2020,4,8,6,719.6
2020,4,8,7,760.9
2020,4,8,8,793.8
2020,4,8,9,842.8
2020,4,8,10,858.9
2020,4,8,11,866.6
2020,4,8,12,871.5
2020,4,8,13,877.1
2020,4,8,14,862.4
2020,4,8,15,840
2020,4,8,16,812.7
2020,4,8,17,765.8
2020,4,8,18,854.7
2020,4,8,19,894.6
2020,4,8,20,841.4
2020,4,8,21,731.5
2020,4,8,22,653.8
2020,4,8,23,604.8
2020,4,8,24,597.8
2020,4,9,1,589.4
2020,4,9,2,588
2020,4,9,3,588.7
2020,4,9,4,602
2020,4,9,5,654.5
2020,4,9,6,693
2020,4,9,7,714
2020,4,9,8,747.6
2020,4,9,9,760.9
2020,4,9,10,767.9
2020,4,9,11,760.9
2020,4,9,12,778.4
2020,4,9,13,789.6
2020,4,9,14,774.2
2020,4,9,15,758.1
2020,4,9,16,731.5
2020,4,9,17,721
2020,4,9,18,749.7
2020,4,9,19,829.5
2020,4,9,20,792.4
2020,4,9,21,695.8
2020,4,9,22,625.8
2020,4,9,23,596.4
2020,4,9,24,587.3
2020,4,10,1,583.8
2020,4,10,2,582.4
2020,4,10,3,583.1
2020,4,10,4,597.8
2020,4,10,5,658
2020,4,10,6,681.8
2020,4,10,7,707
2020,4,10,8,731.5
2020,4,10,9,751.1
2020,4,10,10,767.9
2020,4,10,11,763
2020,4,10,12,781.2
2020,4,10,13,784.7
2020,4,10,14,777
2020,4,10,15,759.5
2020,4,10,16,737.1
2020,4,10,17,718.2
2020,4,10,18,745.5
2020,4,10,19,804.3
2020,4,10,20,769.3
2020,4,10,21,700
2020,4,10,22,642.6
2020,4,10,23,608.3
2020,4,10,24,591.5
2020,4,11,1,583.8
2020,4,11,2,581.7
2020,4,11,3,581
2020,4,11,4,584.5
2020,4,11,5,590.8
2020,4,11,6,593.6
2020,4,11,7,615.3
2020,4,11,8,646.1
2020,4,11,9,666.4
2020,4,11,10,679
2020,4,11,11,678.3
2020,4,11,12,683.9
2020,4,11,13,681.8
2020,4,11,14,688.1
2020,4,11,15,690.2
2020,4,11,16,682.5
2020,4,11,17,672.7
2020,4,11,18,707
2020,4,11,19,769.3
2020,4,11,20,742.7
2020,4,11,21,686.7
2020,4,11,22,634.2
2020,4,11,23,602.7
2020,4,11,24,589.4
2020,4,12,1,582.4
2020,4,12,2,581
2020,4,12,3,581
2020,4,12,4,581.7
2020,4,12,5,584.5
2020,4,12,6,581
2020,4,12,7,592.9
2020,4,12,8,604.8
2020,4,12,9,625.8
2020,4,12,10,644.7
2020,4,12,11,661.5
2020,4,12,12,671.3
2020,4,12,13,686.7
2020,4,12,14,695.8
2020,4,12,15,695.8
2020,4,12,16,700.7
2020,4,12,17,695.1
2020,4,12,18,723.8
2020,4,12,19,812.7
2020,4,12,20,783.3
2020,4,12,21,706.3
2020,4,12,22,632.1
2020,4,12,23,599.9
2020,4,12,24,589.4
2020,4,13,1,583.8
2020,4,13,2,583.1
2020,4,13,3,585.2
2020,4,13,4,599.9
2020,4,13,5,647.5
2020,4,13,6,690.9
2020,4,13,7,732.9
2020,4,13,8,778.4
2020,4,13,9,829.5
2020,4,13,10,879.2
2020,4,13,11,880.6
2020,4,13,12,885.5
2020,4,13,13,896.7
2020,4,13,14,882
2020,4,13,15,818.3
2020,4,13,16,800.8
2020,4,13,17,793.8
2020,4,13,18,840
2020,4,13,19,874.3
2020,4,13,20,821.1
2020,4,13,21,728
2020,4,13,22,644.7
2020,4,13,23,613.9
2020,4,13,24,595.7
2020,4,14,1,588.7
2020,4,14,2,585.2
2020,4,14,3,589.4
2020,4,14,4,608.3
2020,4,14,5,669.2
2020,4,14,6,708.4
2020,4,14,7,738.5
2020,4,14,8,769.3
2020,4,14,9,812.7
2020,4,14,10,848.4
2020,4,14,11,865.2
2020,4,14,12,891.8
2020,4,14,13,899.5
2020,4,14,14,893.2
2020,4,14,15,865.2
2020,4,14,16,842.8
2020,4,14,17,814.1
2020,4,14,18,838.6
2020,4,14,19,914.2
2020,4,14,20,858.9
2020,4,14,21,739.9
2020,4,14,22,653.8
2020,4,14,23,615.3
2020,4,14,24,599.2
2020,4,15,1,590.1
2020,4,15,2,588.7
2020,4,15,3,590.1
2020,4,15,4,606.2
2020,4,15,5,650.3
2020,4,15,6,697.9
2020,4,15,7,725.2
2020,4,15,8,773.5
2020,4,15,9,819.7
2020,4,15,10,860.3
2020,4,15,11,885.5
2020,4,15,12,904.4
2020,4,15,13,945
2020,4,15,14,966
2020,4,15,15,963.9
2020,4,15,16,945
2020,4,15,17,898.1
2020,4,15,18,865.2
2020,4,15,19,948.5
2020,4,15,20,888.3
2020,4,15,21,774.2
2020,4,15,22,672.7
2020,4,15,23,626.5
2020,4,15,24,605.5
2020,4,16,1,592.9
2020,4,16,2,591.5
2020,4,16,3,589.4
2020,4,16,4,599.9
2020,4,16,5,635.6
2020,4,16,6,665
2020,4,16,7,716.1
2020,4,16,8,770.7
2020,4,16,9,835.1
2020,4,16,10,882
2020,4,16,11,929.6
2020,4,16,12,977.9
2020,4,16,13,1005.9
2020,4,16,14,1015
2020,4,16,15,992.6
2020,4,16,16,953.4
2020,4,16,17,903
2020,4,16,18,901.6
2020,4,16,19,970.9
2020,4,16,20,932.4
2020,4,16,21,808.5
2020,4,16,22,704.2
2020,4,16,23,642.6
2020,4,16,24,620.9
2020,4,17,1,601.3
2020,4,17,2,597.1
2020,4,17,3,600.6
2020,4,17,4,605.5
2020,4,17,5,615.3
2020,4,17,6,626.5
2020,4,17,7,668.5
2020,4,17,8,716.1
2020,4,17,9,758.1
2020,4,17,10,805.7
2020,4,17,11,844.2
2020,4,17,12,894.6
2020,4,17,13,886.9
2020,4,17,14,888.3
2020,4,17,15,874.3
2020,4,17,16,880.6
2020,4,17,17,837.2
2020,4,17,18,853.3
2020,4,17,19,926.1
2020,4,17,20,880.6
2020,4,17,21,787.5
2020,4,17,22,704.2
2020,4,17,23,648.9
2020,4,17,24,627.2
2020,4,18,1,614.6
2020,4,18,2,599.9
2020,4,18,3,597.8
2020,4,18,4,599.9
2020,4,18,5,599.9
2020,4,18,6,599.9
2020,4,18,7,626.5
2020,4,18,8,664.3
2020,4,18,9,694.4
2020,4,18,10,715.4
2020,4,18,11,725.9
2020,4,18,12,735
2020,4,18,13,742
2020,4,18,14,752.5
2020,4,18,15,769.3
2020,4,18,16,764.4
2020,4,18,17,742.7
2020,4,18,18,749
2020,4,18,19,802.9
2020,4,18,20,762.3
2020,4,18,21,714
2020,4,18,22,646.8
2020,4,18,23,606.2
2020,4,18,24,592.2
2020,4,19,1,588
2020,4,19,2,580.3
2020,4,19,3,579.6
2020,4,19,4,581
2020,4,19,5,581
2020,4,19,6,581
2020,4,19,7,590.1
2020,4,19,8,606.9
2020,4,19,9,618.8
2020,4,19,10,634.2
2020,4,19,11,635.6
2020,4,19,12,633.5
2020,4,19,13,639.8
2020,4,19,14,650.3
2020,4,19,15,658
2020,4,19,16,661.5
2020,4,19,17,656.6
2020,4,19,18,674.8
2020,4,19,19,757.4
2020,4,19,20,745.5
2020,4,19,21,681.1
2020,4,19,22,626.5
2020,4,19,23,592.9
2020,4,19,24,587.3
2020,4,20,1,583.1
2020,4,20,2,580.3
2020,4,20,3,582.4
2020,4,20,4,593.6
2020,4,20,5,620.2
2020,4,20,6,658.7
2020,4,20,7,709.1
2020,4,20,8,784.7
2020,4,20,9,826.7
2020,4,20,10,880.6
2020,4,20,11,896.7
2020,4,20,12,914.2
2020,4,20,13,948.5
2020,4,20,14,969.5
2020,4,20,15,938
2020,4,20,16,903
2020,4,20,17,865.2
2020,4,20,18,868
2020,4,20,19,989.1
2020,4,20,20,903
2020,4,20,21,749.7
2020,4,20,22,671.3
2020,4,20,23,617.4
2020,4,20,24,601.3
2020,4,21,1,594.3
2020,4,21,2,590.8
2020,4,21,3,593.6
2020,4,21,4,608.3
2020,4,21,5,656.6
2020,4,21,6,679
2020,4,21,7,742
2020,4,21,8,778.4
2020,4,21,9,832.3
2020,4,21,10,875.7
2020,4,21,11,901.6
2020,4,21,12,939.4
2020,4,21,13,976.5
2020,4,21,14,980
2020,4,21,15,982.1
2020,4,21,16,938
2020,4,21,17,903
2020,4,21,18,882
2020,4,21,19,985.6
2020,4,21,20,904.4
2020,4,21,21,757.4
2020,4,21,22,669.2
2020,4,21,23,611.8
2020,4,21,24,601.3
2020,4,22,1,593.6
2020,4,22,2,588.7
2020,4,22,3,590.1
2020,4,22,4,604.8
2020,4,22,5,650.3
2020,4,22,6,690.2
2020,4,22,7,723.8
2020,4,22,8,758.1
2020,4,22,9,814.1
2020,4,22,10,853.3
2020,4,22,11,872.9
2020,4,22,12,910.7
2020,4,22,13,969.5
2020,4,22,14,994.7
2020,4,22,15,1007.3
2020,4,22,16,967.4
2020,4,22,17,916.3
2020,4,22,18,896.7
2020,4,22,19,982.1
2020,4,22,20,916.3
2020,4,22,21,764.4
2020,4,22,22,667.8
2020,4,22,23,618.1
2020,4,22,24,602.7
2020,4,23,1,623.7
2020,4,23,2,617.4
2020,4,23,3,628.6
2020,4,23,4,604.1
2020,4,23,5,652.4
2020,4,23,6,692.3
2020,4,23,7,721
2020,4,23,8,779.8
2020,4,23,9,821.1
2020,4,23,10,860.3
2020,4,23,11,879.2
2020,4,23,12,909.3
2020,4,23,13,934.5
2020,4,23,14,939.4
2020,4,23,15,935.9
2020,4,23,16,905.8
2020,4,23,17,869.4
2020,4,23,18,868
2020,4,23,19,949.9
2020,4,23,20,880.6
2020,4,23,21,746.2
2020,4,23,22,660.1
2020,4,23,23,609
2020,4,23,24,596.4
2020,4,24,1,590.1
2020,4,24,2,588
2020,4,24,3,589.4
2020,4,24,4,606.9
2020,4,24,5,646.1
2020,4,24,6,683.9
2020,4,24,7,721
2020,4,24,8,763
2020,4,24,9,826.7
2020,4,24,10,856.1
2020,4,24,11,901.6
2020,4,24,12,951.3
2020,4,24,13,983.5
2020,4,24,14,994.7
2020,4,24,15,983.5
2020,4,24,16,934.5
2020,4,24,17,865.2
2020,4,24,18,868
2020,4,24,19,921.2
2020,4,24,20,856.1
2020,4,24,21,752.5
2020,4,24,22,677.6
2020,4,24,23,630.7
2020,4,24,24,604.1
2020,4,25,1,594.3
2020,4,25,2,588.7
2020,4,25,3,589.4
2020,4,25,4,592.9
2020,4,25,5,598.5
2020,4,25,6,605.5
2020,4,25,7,630.7
2020,4,25,8,668.5
2020,4,25,9,735
2020,4,25,10,786.1
2020,4,25,11,822.5
2020,4,25,12,888.3
2020,4,25,13,929.6
2020,4,25,14,941.5
2020,4,25,15,934.5
2020,4,25,16,909.3
2020,4,25,17,877.1
2020,4,25,18,833.7
2020,4,25,19,904.4
2020,4,25,20,845.6
2020,4,25,21,757.4
2020,4,25,22,684.6
2020,4,25,23,634.2
2020,4,25,24,609.7
2020,4,26,1,597.8
2020,4,26,2,592.9
2020,4,26,3,588.7
2020,4,26,4,591.5
2020,4,26,5,589.4
2020,4,26,6,590.1
2020,4,26,7,609.7
2020,4,26,8,639.8
2020,4,26,9,689.5
2020,4,26,10,731.5
2020,4,26,11,775.6
2020,4,26,12,802.9
2020,4,26,13,844.2
2020,4,26,14,868
2020,4,26,15,871.5
2020,4,26,16,869.4
2020,4,26,17,822.5
2020,4,26,18,845.6
2020,4,26,19,924
2020,4,26,20,860.3
2020,4,26,21,747.6
2020,4,26,22,674.8
2020,4,26,23,625.8
2020,4,26,24,604.8
2020,4,27,1,595.7
2020,4,27,2,591.5
2020,4,27,3,596.4
2020,4,27,4,609.7
2020,4,27,5,660.8
2020,4,27,6,711.9
2020,4,27,7,749.7
2020,4,27,8,818.3
2020,4,27,9,893.2
2020,4,27,10,916.3
2020,4,27,11,945
2020,4,27,12,951.3
2020,4,27,13,985.6
2020,4,27,14,989.1
2020,4,27,15,977.9
2020,4,27,16,963.9
2020,4,27,17,917.7
2020,4,27,18,891.8
2020,4,27,19,982.1
2020,4,27,20,909.3
2020,4,27,21,756
2020,4,27,22,663.6
2020,4,27,23,621.6
2020,4,27,24,597.8
2020,4,28,1,590.1
2020,4,28,2,588.7
2020,4,28,3,590.8
2020,4,28,4,607.6
2020,4,28,5,653.8
2020,4,28,6,692.3
2020,4,28,7,736.4
2020,4,28,8,781.2
2020,4,28,9,837.2
2020,4,28,10,778.4
2020,4,28,11,842.8
2020,4,28,12,948.5
2020,4,28,13,985.6
2020,4,28,14,1009.4
2020,4,28,15,974.4
2020,4,28,16,914.2
2020,4,28,17,877.1
2020,4,28,18,856.1
2020,4,28,19,967.4
2020,4,28,20,879.2
2020,4,28,21,754.6
2020,4,28,22,661.5
2020,4,28,23,618.1
2020,4,28,24,597.8
2020,4,29,1,591.5
2020,4,29,2,588.7
2020,4,29,3,590.1
2020,4,29,4,608.3
2020,4,29,5,653.8
2020,4,29,6,694.4
2020,4,29,7,731.5
2020,4,29,8,781.2
2020,4,29,9,838.6
2020,4,29,10,869.4
2020,4,29,11,905.8
2020,4,29,12,974.4
2020,4,29,13,1005.9
2020,4,29,14,1024.8
2020,4,29,15,1053.5
2020,4,29,16,1009.4
2020,4,29,17,953.4
2020,4,29,18,942.9
2020,4,29,19,1030.4
2020,4,29,20,951.3
2020,4,29,21,793.8
2020,4,29,22,684.6
2020,4,29,23,634.2
2020,4,29,24,611.8
2020,4,30,1,601.3
2020,4,30,2,595
2020,4,30,3,593.6
2020,4,30,4,610.4
2020,4,30,5,653.1
2020,4,30,6,697.2
2020,4,30,7,753.9
2020,4,30,8,819.7
2020,4,30,9,896.7
2020,4,30,10,949.9
2020,4,30,11,991.2
2020,4,30,12,1041.6
2020,4,30,13,1081.5
2020,4,30,14,1097.6
2020,4,30,15,1081.5
2020,4,30,16,1031.8
2020,4,30,17,958.3
2020,4,30,18,926.1
2020,4,30,19,985.6
2020,4,30,20,912.8
2020,4,30,21,774.2
2020,4,30,22,674.8
2020,4,30,23,630.7
2020,4,30,24,606.9
2020,5,1,1,604.8
2020,5,1,2,602.7
2020,5,1,3,599.9
2020,5,1,4,621.6
2020,5,1,5,662.9
2020,5,1,6,690.2
2020,5,1,7,726.6
2020,5,1,8,763
2020,5,1,9,777
2020,5,1,10,788.2
